student_id,fakultas_code,norm_wellbeing,norm_pressure,norm_social,norm_career,cluster_label,pca_dim1,pca_dim2
MHS-02310,4,0.42,0.71,0.45,0.62,1,-0.511,0.228
MHS-02311,5,0.76,0.57,0.81,0.74,4,0.231,-0.06
MHS-02312,0,0.6,0.49,0.78,0.53,2,0.164,-0.712
MHS-02313,5,0.6,0.6,0.53,0.49,2,-0.089,-0.062
MHS-02314,4,0.43,0.54,0.63,0.5,2,-0.166,-0.226
MHS-02315,5,0.49,0.65,0.65,0.36,2,-0.36,-0.395
MHS-02316,5,0.81,0.46,0.98,0.67,4,0.65,-0.594
MHS-02317,1,0.46,0.71,0.36,0.74,3,-0.318,0.763
MHS-02318,0,0.48,0.5,0.45,0.59,3,-0.053,0.293
MHS-02319,3,0.61,0.84,0.52,0.66,1,-0.45,0.313
MHS-02320,5,0.46,0.38,0.34,0.65,3,0.177,0.408
MHS-02321,4,0.78,0.47,0.78,0.63,4,0.46,-0.321
MHS-02322,5,0.7,0.59,0.84,0.72,4,0.204,-0.151
MHS-02323,1,0.71,0.43,0.75,0.63,4,0.49,-0.317
MHS-02324,4,0.49,0.74,0.43,0.49,1,-0.548,0.026
MHS-02325,5,0.57,0.69,0.42,0.45,1,-0.148,0.062
MHS-02326,2,0.89,0.52,0.82,0.73,4,0.747,0.019
MHS-02327,1,0.67,0.55,0.57,0.39,2,0.301,-0.299
MHS-02328,5,0.42,0.56,0.24,0.66,3,-0.376,0.905
MHS-02329,1,0.64,0.52,0.45,0.46,2,0.129,0.07
MHS-02330,5,0.47,0.64,0.28,0.44,3,-0.312,0.372
MHS-02331,5,0.49,0.63,0.61,0.42,2,-0.194,-0.329
MHS-02332,5,0.8,0.54,0.72,0.64,4,0.363,-0.251
MHS-02333,1,0.55,0.66,0.31,0.51,3,-0.17,0.316
MHS-02334,0,0.57,0.67,0.46,0.61,1,0.007,0.183
MHS-02335,3,0.58,0.56,0.69,0.41,2,0.099,-0.68
MHS-02336,3,0.71,0.52,0.83,0.64,4,0.501,-0.398
MHS-02337,1,0.53,0.76,0.67,0.55,1,-0.538,-0.333
MHS-02338,5,0.62,0.52,0.45,0.24,2,0.242,-0.369
MHS-02339,4,0.47,0.77,0.53,0.49,1,-0.661,-0.077
MHS-02340,1,0.87,0.47,0.76,0.71,4,0.742,-0.062
MHS-02341,3,0.4,0.79,0.56,0.51,1,-0.713,-0.262
MHS-02342,3,0.71,0.39,0.79,0.88,4,0.678,0.043
MHS-02343,5,0.73,0.39,0.89,0.65,4,0.61,-0.595
MHS-02344,4,0.68,0.3,0.79,0.86,4,0.714,0.079
MHS-02345,4,0.57,0.72,0.59,0.55,2,-0.448,-0.093
MHS-02346,5,0.61,0.45,0.65,0.68,4,0.267,0.085
MHS-02347,2,0.49,0.6,0.56,0.48,2,-0.278,-0.255
MHS-02348,1,0.4,0.63,0.67,0.4,2,-0.596,-0.595
MHS-02349,5,0.44,0.77,0.34,0.31,3,-0.765,0.073
MHS-02350,1,0.74,0.48,0.82,0.73,4,0.519,-0.193
MHS-02351,4,0.54,0.77,0.62,0.3,2,-0.437,-0.478
MHS-02352,2,0.81,0.37,0.78,0.87,4,0.983,0.199
MHS-02353,5,0.61,0.59,0.66,0.45,2,0.103,-0.411
MHS-02354,3,0.47,0.68,0.41,0.55,3,-0.454,0.216
MHS-02355,5,0.32,0.82,0.55,0.46,1,-1.072,-0.289
MHS-02356,2,0.63,0.54,0.65,0.52,2,0.082,-0.454
MHS-02357,4,0.69,0.56,0.7,0.72,4,0.211,0.107
MHS-02358,5,0.75,0.59,0.94,0.71,4,0.415,-0.397
MHS-02359,5,0.7,0.6,0.75,0.85,4,0.205,0.146
MHS-02360,3,0.52,0.75,0.57,0.6,1,-0.385,0.105
MHS-02361,3,0.7,0.57,0.63,0.3,2,0.153,-0.605
MHS-02362,4,0.36,0.61,0.33,0.59,3,-0.337,0.615
MHS-02363,0,0.49,0.76,0.49,0.47,1,-0.456,-0.007
MHS-02364,1,0.73,0.31,0.62,0.69,4,0.921,-0.089
MHS-02365,4,0.79,0.59,0.84,0.65,4,0.426,-0.415
MHS-02366,2,0.6,0.63,0.57,0.4,2,-0.022,-0.291
MHS-02367,3,0.8,0.49,0.66,0.76,4,0.583,0.169
MHS-02368,0,0.46,0.52,0.58,0.4,2,-0.247,-0.306
MHS-02369,5,0.52,0.65,0.48,0.37,1,-0.315,-0.289
MHS-02370,1,0.56,0.56,0.57,0.36,2,0.079,-0.624
MHS-02371,0,0.5,0.85,0.44,0.57,1,-0.681,0.398
MHS-02372,2,0.42,0.78,0.52,0.5,1,-0.826,0.006
MHS-02373,3,0.69,0.53,0.76,0.65,4,0.309,-0.411
MHS-02374,1,0.49,0.79,0.54,0.54,1,-0.73,0.126
MHS-02375,2,0.36,0.82,0.65,0.43,1,-0.961,-0.348
MHS-02376,5,0.87,0.49,0.8,0.74,4,0.704,-0.26
MHS-02377,4,0.69,0.65,0.7,0.55,2,0.085,-0.174
MHS-02378,1,0.49,0.84,0.55,0.48,1,-0.757,-0.157
MHS-02379,1,0.49,0.93,0.61,0.64,1,-0.827,0.213
MHS-02380,1,0.71,0.37,0.78,0.62,4,0.534,-0.355
MHS-02381,4,0.42,0.52,0.51,0.57,3,-0.271,0.073
MHS-02382,2,0.55,0.6,0.66,0.44,2,-0.113,-0.438
MHS-02383,5,0.48,0.92,0.56,0.5,1,-0.999,-0.089
MHS-02384,5,0.58,0.9,0.55,0.4,1,-0.729,-0.197
MHS-02385,3,0.42,0.86,0.59,0.42,1,-1.031,-0.279
MHS-02386,3,0.71,0.34,0.66,0.73,4,0.869,0.242
MHS-02387,2,0.65,0.55,0.61,0.68,4,0.302,0.213
MHS-02388,1,0.69,0.46,0.84,0.73,4,0.409,-0.464
MHS-02389,1,0.56,0.6,0.41,0.41,3,-0.063,0.082
MHS-02390,1,0.57,0.65,0.4,0.46,3,-0.209,0.117
MHS-02391,3,0.49,0.58,0.68,0.38,2,-0.228,-0.485
MHS-02392,4,0.35,0.52,0.43,0.55,3,-0.452,0.21
MHS-02393,2,0.44,0.55,0.4,0.73,3,-0.191,0.506
MHS-02394,2,0.84,0.53,0.77,0.74,4,0.647,-0.078
MHS-02395,1,0.71,0.36,0.87,0.78,4,0.68,-0.182
MHS-02396,0,0.4,0.65,0.46,0.57,3,-0.659,0.194
MHS-02397,4,0.69,0.45,0.64,0.66,4,0.387,0.251
MHS-02398,2,0.44,0.82,0.47,0.49,1,-0.645,0.118
MHS-02399,1,0.66,0.61,0.41,0.58,3,0.185,0.397
MHS-02400,3,0.8,0.53,0.94,0.69,4,0.451,-0.447
MHS-02401,4,0.5,0.64,0.59,0.42,2,-0.315,-0.48
MHS-02402,0,0.85,0.49,0.91,0.7,4,0.615,-0.42
MHS-02403,5,0.62,0.71,0.65,0.51,2,-0.156,-0.35
MHS-02404,0,0.62,0.54,0.5,0.37,2,0.267,-0.221
MHS-02405,1,0.43,0.87,0.47,0.51,1,-0.683,0.039
MHS-02406,2,0.58,0.56,0.4,0.53,3,0.094,0.33
MHS-02407,5,0.71,0.53,0.77,0.89,4,0.462,0.142
MHS-02408,1,0.88,0.37,0.87,0.6,4,1.047,-0.481
MHS-02409,2,0.83,0.52,0.81,0.84,4,0.599,-0.065
MHS-02410,0,0.64,0.64,0.63,0.33,2,-0.048,-0.677
MHS-02411,4,0.86,0.49,0.77,0.67,4,0.762,-0.213
MHS-02412,5,0.63,0.35,0.77,0.65,4,0.563,-0.284
MHS-02413,1,0.73,0.66,0.64,0.54,2,0.122,-0.248
MHS-02414,1,0.44,0.41,0.36,0.53,3,0.107,0.276
MHS-02415,0,0.36,0.59,0.35,0.43,3,-0.431,0.227
MHS-02416,2,0.6,0.57,0.5,0.4,2,0.069,-0.327
MHS-02417,1,0.89,0.65,0.92,0.76,4,0.444,-0.224
MHS-02418,0,0.79,0.44,0.79,0.65,4,0.88,-0.271
MHS-02419,0,0.55,0.66,0.53,0.36,2,-0.273,-0.208
MHS-02420,1,0.56,0.63,0.6,0.41,2,0.002,-0.481
MHS-02421,4,0.5,0.89,0.51,0.48,1,-0.728,0.042
MHS-02422,1,0.65,0.5,0.9,0.73,4,0.203,-0.253
MHS-02423,5,0.61,0.87,0.56,0.46,1,-0.498,-0.024
MHS-02424,5,0.38,0.68,0.52,0.59,1,-0.608,0.205
MHS-02425,1,0.71,0.37,0.8,0.79,4,0.798,-0.053
MHS-02426,2,0.48,0.51,0.48,0.43,2,-0.069,-0.162
MHS-02427,1,0.85,0.42,0.75,0.81,4,0.778,0.077
MHS-02428,2,0.82,0.36,0.93,0.68,4,0.97,-0.557
MHS-02429,2,0.71,0.5,0.55,0.47,2,0.395,-0.143
MHS-02430,4,0.61,0.5,0.75,0.44,2,0.11,-0.626
MHS-02431,3,0.89,0.44,0.73,0.68,4,0.772,-0.132
MHS-02432,0,0.54,0.62,0.57,0.29,2,-0.081,-0.675
MHS-02433,5,0.93,0.56,0.82,0.83,4,0.646,0.032
MHS-02434,3,0.52,0.7,0.73,0.49,2,-0.443,-0.476
MHS-02435,2,0.49,0.57,0.36,0.63,3,0.112,0.572
MHS-02436,3,0.68,0.61,0.71,0.62,4,0.319,-0.127
MHS-02437,5,0.75,0.5,0.77,0.72,4,0.679,0.078
MHS-02438,2,0.65,0.65,0.77,0.68,4,0.007,-0.384
MHS-02439,4,0.61,0.59,0.5,0.51,2,0.038,-0.178
MHS-02440,5,0.73,0.41,0.74,0.73,4,0.672,-0.065
MHS-02441,1,0.44,0.67,0.48,0.55,3,-0.286,0.045
MHS-02442,3,0.56,0.72,0.45,0.54,1,-0.348,0.197
MHS-02443,4,0.42,0.84,0.52,0.47,1,-0.976,-0.196
MHS-02444,1,0.77,0.55,0.77,0.69,4,0.574,-0.076
MHS-02445,2,0.91,0.5,0.88,0.59,4,0.717,-0.555
MHS-02446,2,0.56,0.56,0.46,0.54,3,0.187,0.04
MHS-02447,2,0.52,0.56,0.24,0.58,3,-0.075,0.762
MHS-02448,3,0.52,0.69,0.67,0.36,2,-0.17,-0.661
MHS-02449,1,0.48,0.62,0.6,0.5,2,-0.32,-0.192
MHS-02450,1,0.46,0.67,0.49,0.64,3,-0.396,0.309
MHS-02451,3,0.7,0.43,0.88,0.75,4,0.544,-0.177
MHS-02452,3,0.48,1.0,0.58,0.4,1,-1.012,-0.299
MHS-02453,5,0.57,0.58,0.49,0.6,3,-0.022,0.244
MHS-02454,4,0.75,0.42,0.78,0.59,4,0.795,-0.307
MHS-02455,0,0.38,0.56,0.5,0.35,3,-0.526,-0.302
MHS-02456,3,0.65,0.56,0.73,0.49,2,0.01,-0.491
MHS-02457,3,0.57,0.6,0.59,0.31,2,-0.04,-0.656
MHS-02458,3,0.75,0.44,0.77,0.77,4,0.763,0.015
MHS-02459,1,0.45,0.69,0.54,0.51,1,-0.484,-0.042
MHS-02460,1,0.52,0.6,0.57,0.42,2,0.026,-0.216
MHS-02461,1,0.45,0.66,0.32,0.73,3,-0.425,0.729
MHS-02462,4,0.45,0.88,0.58,0.55,1,-0.71,-0.13
MHS-02463,2,0.54,0.59,0.26,0.57,3,-0.17,0.467
MHS-02464,1,0.52,0.74,0.55,0.44,2,-0.307,-0.151
MHS-02465,3,0.43,0.88,0.52,0.71,1,-1.043,0.579
MHS-02466,4,0.77,0.38,0.81,0.77,4,0.792,-0.112
MHS-02467,1,0.44,0.77,0.38,0.54,3,-0.867,0.295
MHS-02468,1,0.7,0.51,0.75,0.7,4,0.136,-0.15
MHS-02469,4,0.58,0.73,0.52,0.27,1,-0.358,-0.449
MHS-02470,4,0.8,0.45,0.83,0.72,4,0.85,-0.452
MHS-02471,2,0.83,0.35,0.82,0.75,4,0.875,0.152
MHS-02472,2,0.53,0.63,0.76,0.52,2,-0.116,-0.506
MHS-02473,0,0.54,0.84,0.63,0.52,1,-0.522,-0.286
MHS-02474,5,0.45,0.74,0.34,0.65,3,-0.681,0.899
MHS-02475,1,0.6,0.47,0.66,0.53,2,0.185,-0.313
MHS-02476,0,0.46,0.85,0.45,0.43,1,-0.636,-0.122
MHS-02477,5,0.67,0.53,0.96,0.75,4,0.389,-0.298
MHS-02478,0,0.67,0.71,0.66,0.41,2,-0.198,-0.416
MHS-02479,1,0.47,0.5,0.63,0.43,2,-0.021,-0.418
MHS-02480,5,0.44,0.86,0.49,0.42,1,-0.746,-0.036
MHS-02481,3,0.49,0.86,0.66,0.55,1,-0.792,-0.218
